"GEOID","GEONAME","Line Number","Title","Estimate","Margin of Error","Percent Estimate","Percent Margin of Error"
620L800US01001,"State House District 1 (2022), Alabama",0,SELECTED ECONOMIC CHARACTERISTICS,,,,
620L800US01001,"State House District 1 (2022), Alabama",0.5,,,,,
620L800US01001,"State House District 1 (2022), Alabama",0.8,EMPLOYMENT STATUS,,,,
620L800US01001,"State House District 1 (2022), Alabama",1,Population 16 years and over,"39,724","+/-1,032","39,724",(X)
620L800US01001,"State House District 1 (2022), Alabama",2,In labor force,"23,204","+/-1,183",58.4,+/-2.4
620L800US01001,"State House District 1 (2022), Alabama",3,Civilian labor force,"23,157","+/-1,188",58.3,+/-2.4
620L800US01001,"State House District 1 (2022), Alabama",4,Employed,"22,215","+/-1,110",55.9,+/-2.3
620L800US01001,"State House District 1 (2022), Alabama",5,Unemployed,942,+/-346,2.4,+/-0.9
620L800US01001,"State House District 1 (2022), Alabama",6,Armed Forces,47,+/-80,0.1,+/-0.2
620L800US01001,"State House District 1 (2022), Alabama",7,Not in labor force,"16,520",+/-985,41.6,+/-2.4
620L800US01001,"State House District 1 (2022), Alabama",7.3,,,,,
620L800US01001,"State House District 1 (2022), Alabama",8,Civilian labor force,"23,157","+/-1,188","23,157",(X)
620L800US01001,"State House District 1 (2022), Alabama",9,Unemployment Rate,(X),(X),4.1,+/-1.4
620L800US01001,"State House District 1 (2022), Alabama",9.3,,,,,
620L800US01001,"State House District 1 (2022), Alabama",10,Females 16 years and over,"21,084",+/-717,"21,084",(X)
620L800US01001,"State House District 1 (2022), Alabama",11,In labor force,"11,021",+/-758,52.3,+/-3.1
620L800US01001,"State House District 1 (2022), Alabama",12,Civilian labor force,"11,021",+/-758,52.3,+/-3.1
620L800US01001,"State House District 1 (2022), Alabama",13,Employed,"10,490",+/-732,49.8,+/-3.1
620L800US01001,"State House District 1 (2022), Alabama",13.3,,,,,
620L800US01001,"State House District 1 (2022), Alabama",14,Own children of the householder under 6 years,"2,805",+/-466,"2,805",(X)
620L800US01001,"State House District 1 (2022), Alabama",15,All parents in family in labor force,"1,819",+/-455,64.8,+/-10.8
620L800US01001,"State House District 1 (2022), Alabama",15.3,,,,,
620L800US01001,"State House District 1 (2022), Alabama",16,Own children of the householder 6 to 17 years,"6,249",+/-658,"6,249",(X)
620L800US01001,"State House District 1 (2022), Alabama",17,All parents in family in labor force,"4,685",+/-706,75.0,+/-6.2
620L800US01001,"State House District 1 (2022), Alabama",17.3,,,,,
620L800US01001,"State House District 1 (2022), Alabama",17.5,COMMUTING TO WORK,,,,
620L800US01001,"State House District 1 (2022), Alabama",18,Workers 16 years and over,"21,970","+/-1,118","21,970",(X)
620L800US01001,"State House District 1 (2022), Alabama",19,"Car, truck, or van -- drove alone","19,178","+/-1,127",87.3,+/-2.3
620L800US01001,"State House District 1 (2022), Alabama",20,"Car, truck, or van -- carpooled","1,642",+/-422,7.5,+/-1.9
620L800US01001,"State House District 1 (2022), Alabama",21,Public transportation (excluding taxicab),10,+/-15,0.0,+/-0.1
620L800US01001,"State House District 1 (2022), Alabama",22,Walked,154,+/-97,0.7,+/-0.4
620L800US01001,"State House District 1 (2022), Alabama",23,Other means,334,+/-127,1.5,+/-0.6
620L800US01001,"State House District 1 (2022), Alabama",24,Worked from home,652,+/-198,3.0,+/-0.9
620L800US01001,"State House District 1 (2022), Alabama",24.3,,,,,
620L800US01001,"State House District 1 (2022), Alabama",25,Mean travel time to work (minutes),23.8,+/-1.5,(X),(X)
620L800US01001,"State House District 1 (2022), Alabama",25.3,,,,,
620L800US01001,"State House District 1 (2022), Alabama",25.5,OCCUPATION,,,,
620L800US01001,"State House District 1 (2022), Alabama",26,Civilian employed population 16 years and over,"22,215","+/-1,110","22,215",(X)
620L800US01001,"State House District 1 (2022), Alabama",27,"Management, business, science, and arts occupations","6,888",+/-851,31.0,+/-3.3
620L800US01001,"State House District 1 (2022), Alabama",28,Service occupations,"3,785",+/-601,17.0,+/-2.5
620L800US01001,"State House District 1 (2022), Alabama",29,Sales and office occupations,"5,379",+/-649,24.2,+/-2.7
620L800US01001,"State House District 1 (2022), Alabama",30,"Natural resources, construction, and maintenance occupations","2,129",+/-300,9.6,+/-1.4
620L800US01001,"State House District 1 (2022), Alabama",31,"Production, transportation, and material moving occupations","4,034",+/-582,18.2,+/-2.5
620L800US01001,"State House District 1 (2022), Alabama",31.3,,,,,
620L800US01001,"State House District 1 (2022), Alabama",31.5,INDUSTRY,,,,
620L800US01001,"State House District 1 (2022), Alabama",32,Civilian employed population 16 years and over,"22,215","+/-1,110","22,215",(X)
620L800US01001,"State House District 1 (2022), Alabama",33,"Agriculture, forestry, fishing and hunting, and mining",162,+/-138,0.7,+/-0.6
620L800US01001,"State House District 1 (2022), Alabama",34,Construction,"1,260",+/-264,5.7,+/-1.2
620L800US01001,"State House District 1 (2022), Alabama",35,Manufacturing,"3,445",+/-570,15.5,+/-2.5
620L800US01001,"State House District 1 (2022), Alabama",36,Wholesale trade,723,+/-247,3.3,+/-1.1
620L800US01001,"State House District 1 (2022), Alabama",37,Retail trade,"3,461",+/-469,15.6,+/-2.0
620L800US01001,"State House District 1 (2022), Alabama",38,"Transportation and warehousing, and utilities","1,089",+/-287,4.9,+/-1.3
620L800US01001,"State House District 1 (2022), Alabama",39,Information,364,+/-198,1.6,+/-0.9
620L800US01001,"State House District 1 (2022), Alabama",40,"Finance and insurance, and real estate and rental and leasing",808,+/-271,3.6,+/-1.2
620L800US01001,"State House District 1 (2022), Alabama",41,"Professional, scientific, and management, and administrative and waste management services","1,545",+/-288,7.0,+/-1.3
620L800US01001,"State House District 1 (2022), Alabama",42,"Educational services, and health care and social assistance","5,234",+/-723,23.6,+/-2.9
620L800US01001,"State House District 1 (2022), Alabama",43,"Arts, entertainment, and recreation, and accommodation and food services","2,254",+/-434,10.1,+/-1.8
620L800US01001,"State House District 1 (2022), Alabama",44,"Other services, except public administration",878,+/-259,4.0,+/-1.1
620L800US01001,"State House District 1 (2022), Alabama",45,Public administration,992,+/-298,4.5,+/-1.3
620L800US01001,"State House District 1 (2022), Alabama",45.3,,,,,
620L800US01001,"State House District 1 (2022), Alabama",45.5,CLASS OF WORKER,,,,
620L800US01001,"State House District 1 (2022), Alabama",46,Civilian employed population 16 years and over,"22,215","+/-1,110","22,215",(X)
620L800US01001,"State House District 1 (2022), Alabama",47,Private wage and salary workers,"17,427",+/-993,78.4,+/-2.4
620L800US01001,"State House District 1 (2022), Alabama",48,Government workers,"3,475",+/-522,15.6,+/-2.2
620L800US01001,"State House District 1 (2022), Alabama",49,Self-employed in own not incorporated business workers,"1,284",+/-343,5.8,+/-1.5
620L800US01001,"State House District 1 (2022), Alabama",50,Unpaid family workers,29,+/-35,0.1,+/-0.2
620L800US01001,"State House District 1 (2022), Alabama",50.3,,,,,
620L800US01001,"State House District 1 (2022), Alabama",50.5,INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS),,,,
620L800US01001,"State House District 1 (2022), Alabama",51,Total households,"19,955",+/-657,"19,955",(X)
620L800US01001,"State House District 1 (2022), Alabama",52,"Less than $10,000","1,091",+/-241,5.5,+/-1.2
620L800US01001,"State House District 1 (2022), Alabama",53,"$10,000 to $14,999","1,014",+/-262,5.1,+/-1.3
620L800US01001,"State House District 1 (2022), Alabama",54,"$15,000 to $24,999","2,037",+/-395,10.2,+/-1.9
620L800US01001,"State House District 1 (2022), Alabama",55,"$25,000 to $34,999","2,450",+/-464,12.3,+/-2.2
620L800US01001,"State House District 1 (2022), Alabama",56,"$35,000 to $49,999","3,145",+/-386,15.8,+/-2.0
620L800US01001,"State House District 1 (2022), Alabama",57,"$50,000 to $74,999","3,436",+/-451,17.2,+/-2.2
620L800US01001,"State House District 1 (2022), Alabama",58,"$75,000 to $99,999","3,014",+/-383,15.1,+/-1.9
620L800US01001,"State House District 1 (2022), Alabama",59,"$100,000 to $149,999","2,299",+/-340,11.5,+/-1.6
620L800US01001,"State House District 1 (2022), Alabama",60,"$150,000 to $199,999",940,+/-348,4.7,+/-1.7
620L800US01001,"State House District 1 (2022), Alabama",61,"$200,000 or more",529,+/-195,2.7,+/-1.0
620L800US01001,"State House District 1 (2022), Alabama",62,Median household income (dollars),"51,984","+/-3,958",(X),(X)
620L800US01001,"State House District 1 (2022), Alabama",63,Mean household income (dollars),"68,450","+/-4,727",(X),(X)
620L800US01001,"State House District 1 (2022), Alabama",63.3,,,,,
620L800US01001,"State House District 1 (2022), Alabama",64,With earnings,"14,299",+/-669,71.7,+/-2.4
620L800US01001,"State House District 1 (2022), Alabama",65,Mean earnings (dollars),"67,696","+/-5,856",(X),(X)
620L800US01001,"State House District 1 (2022), Alabama",66,With Social Security,"7,333",+/-511,36.7,+/-2.5
620L800US01001,"State House District 1 (2022), Alabama",67,Mean Social Security income (dollars),"22,046",+/-935,(X),(X)
620L800US01001,"State House District 1 (2022), Alabama",68,With retirement income,"5,654",+/-437,28.3,+/-2.3
620L800US01001,"State House District 1 (2022), Alabama",69,Mean retirement income (dollars),"23,348","+/-2,271",(X),(X)
620L800US01001,"State House District 1 (2022), Alabama",69.3,,,,,
620L800US01001,"State House District 1 (2022), Alabama",70,With Supplemental Security Income,628,+/-184,3.1,+/-0.9
620L800US01001,"State House District 1 (2022), Alabama",71,Mean Supplemental Security Income (dollars),"10,536","+/-1,147",(X),(X)
620L800US01001,"State House District 1 (2022), Alabama",72,With cash public assistance income,284,+/-175,1.4,+/-0.9
620L800US01001,"State House District 1 (2022), Alabama",73,Mean cash public assistance income (dollars),"3,098","+/-1,703",(X),(X)
