"GEOID","GEONAME","Line Number","Title","Estimate","Margin of Error","Percent Estimate","Percent Margin of Error"
620L800US05001,"State House District 1 (2022), Arkansas",0,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,,,,
620L800US05001,"State House District 1 (2022), Arkansas",0.5,,,,,
620L800US05001,"State House District 1 (2022), Arkansas",0.8,HOUSEHOLDS BY TYPE,,,,
620L800US05001,"State House District 1 (2022), Arkansas",1,Total households,"12,463",+/-375,"12,463",(X)
620L800US05001,"State House District 1 (2022), Arkansas",2,Married-couple household,"6,395",+/-407,51.3,+/-3.0
620L800US05001,"State House District 1 (2022), Arkansas",3,With children of the householder under 18 years,"1,917",+/-280,15.4,+/-2.2
620L800US05001,"State House District 1 (2022), Arkansas",4,Cohabiting couple household,848,+/-214,6.8,+/-1.7
620L800US05001,"State House District 1 (2022), Arkansas",5,With children of the householder under 18 years,431,+/-151,3.5,+/-1.2
620L800US05001,"State House District 1 (2022), Arkansas",6,"Male householder, no spouse/partner present","2,098",+/-267,16.8,+/-2.0
620L800US05001,"State House District 1 (2022), Arkansas",7,With children of the householder under 18 years,129,+/-70,1.0,+/-0.6
620L800US05001,"State House District 1 (2022), Arkansas",8,Householder living alone,"1,661",+/-233,13.3,+/-1.8
620L800US05001,"State House District 1 (2022), Arkansas",9,65 years and over,624,+/-135,5.0,+/-1.0
620L800US05001,"State House District 1 (2022), Arkansas",10,"Female householder, no spouse/partner present","3,122",+/-258,25.1,+/-2.0
620L800US05001,"State House District 1 (2022), Arkansas",11,With children of the householder under 18 years,519,+/-121,4.2,+/-1.0
620L800US05001,"State House District 1 (2022), Arkansas",12,Householder living alone,"1,950",+/-215,15.6,+/-1.7
620L800US05001,"State House District 1 (2022), Arkansas",13,65 years and over,"1,220",+/-180,9.8,+/-1.4
620L800US05001,"State House District 1 (2022), Arkansas",13.3,,,,,
620L800US05001,"State House District 1 (2022), Arkansas",14,Households with one or more people under 18 years,"3,682",+/-335,29.5,+/-2.3
620L800US05001,"State House District 1 (2022), Arkansas",15,Households with one or more people 65 years and over,"4,563",+/-263,36.6,+/-1.9
620L800US05001,"State House District 1 (2022), Arkansas",15.3,,,,,
620L800US05001,"State House District 1 (2022), Arkansas",16,Average household size,2.44,+/-0.06,(X),(X)
620L800US05001,"State House District 1 (2022), Arkansas",17,Average family size,2.98,+/-0.10,(X),(X)
620L800US05001,"State House District 1 (2022), Arkansas",17.3,,,,,
620L800US05001,"State House District 1 (2022), Arkansas",17.5,RELATIONSHIP,,,,
620L800US05001,"State House District 1 (2022), Arkansas",18,Population in households,"30,360",+/-933,"30,360",(X)
620L800US05001,"State House District 1 (2022), Arkansas",19,Householder,"12,463",+/-375,41.1,+/-1.0
620L800US05001,"State House District 1 (2022), Arkansas",20,Spouse,"6,406",+/-391,21.1,+/-1.1
620L800US05001,"State House District 1 (2022), Arkansas",21,Unmarried partner,802,+/-224,2.6,+/-0.7
620L800US05001,"State House District 1 (2022), Arkansas",22,Child,"7,659",+/-522,25.2,+/-1.4
620L800US05001,"State House District 1 (2022), Arkansas",23,Other relatives,"2,287",+/-446,7.5,+/-1.4
620L800US05001,"State House District 1 (2022), Arkansas",24,Other nonrelatives,743,+/-206,2.4,+/-0.7
620L800US05001,"State House District 1 (2022), Arkansas",24.3,,,,,
620L800US05001,"State House District 1 (2022), Arkansas",24.5,MARITAL STATUS,,,,
620L800US05001,"State House District 1 (2022), Arkansas",25,Males 15 years and over,"12,565",+/-475,"12,565",(X)
620L800US05001,"State House District 1 (2022), Arkansas",26,Never married,"2,872",+/-284,22.9,+/-1.9
620L800US05001,"State House District 1 (2022), Arkansas",27,"Now married, except separated","6,982",+/-418,55.6,+/-2.9
620L800US05001,"State House District 1 (2022), Arkansas",28,Separated,243,+/-116,1.9,+/-0.9
620L800US05001,"State House District 1 (2022), Arkansas",29,Widowed,602,+/-163,4.8,+/-1.3
620L800US05001,"State House District 1 (2022), Arkansas",30,Divorced,"1,866",+/-282,14.9,+/-2.2
620L800US05001,"State House District 1 (2022), Arkansas",30.3,,,,,
620L800US05001,"State House District 1 (2022), Arkansas",31,Females 15 years and over,"12,816",+/-439,"12,816",(X)
620L800US05001,"State House District 1 (2022), Arkansas",32,Never married,"2,324",+/-208,18.1,+/-1.5
620L800US05001,"State House District 1 (2022), Arkansas",33,"Now married, except separated","6,711",+/-419,52.4,+/-2.7
620L800US05001,"State House District 1 (2022), Arkansas",34,Separated,386,+/-111,3.0,+/-0.9
620L800US05001,"State House District 1 (2022), Arkansas",35,Widowed,"1,599",+/-197,12.5,+/-1.6
620L800US05001,"State House District 1 (2022), Arkansas",36,Divorced,"1,796",+/-282,14.0,+/-2.0
620L800US05001,"State House District 1 (2022), Arkansas",36.3,,,,,
620L800US05001,"State House District 1 (2022), Arkansas",36.5,FERTILITY,,,,
