"GEOID","GEONAME","Line Number","Title","Estimate","Margin of Error","Percent Estimate","Percent Margin of Error"
620L800US21001,"State House District 1 (2022), Kentucky",0,SELECTED HOUSING CHARACTERISTICS,,,,
620L800US21001,"State House District 1 (2022), Kentucky",0.5,,,,,
620L800US21001,"State House District 1 (2022), Kentucky",0.8,HOUSING OCCUPANCY,,,,
620L800US21001,"State House District 1 (2022), Kentucky",1,Total housing units,"21,209",+/-432,"21,209",(X)
620L800US21001,"State House District 1 (2022), Kentucky",2,Occupied housing units,"16,961",+/-516,80.0,+/-2.1
620L800US21001,"State House District 1 (2022), Kentucky",3,Vacant housing units,"4,248",+/-473,20.0,+/-2.1
620L800US21001,"State House District 1 (2022), Kentucky",3.3,,,,,
620L800US21001,"State House District 1 (2022), Kentucky",4,Homeowner vacancy rate,1.5,+/-0.9,(X),(X)
620L800US21001,"State House District 1 (2022), Kentucky",5,Rental vacancy rate,3.2,+/-1.9,(X),(X)
620L800US21001,"State House District 1 (2022), Kentucky",5.3,,,,,
620L800US21001,"State House District 1 (2022), Kentucky",5.5,UNITS IN STRUCTURE,,,,
620L800US21001,"State House District 1 (2022), Kentucky",6,Total housing units,"21,209",+/-432,"21,209",(X)
620L800US21001,"State House District 1 (2022), Kentucky",7,"1-unit, detached","15,213",+/-513,71.7,+/-2.0
620L800US21001,"State House District 1 (2022), Kentucky",8,"1-unit, attached",260,+/-91,1.2,+/-0.4
620L800US21001,"State House District 1 (2022), Kentucky",9,2 units,855,+/-202,4.0,+/-0.9
620L800US21001,"State House District 1 (2022), Kentucky",10,3 or 4 units,"1,013",+/-248,4.8,+/-1.2
620L800US21001,"State House District 1 (2022), Kentucky",11,5 to 9 units,550,+/-170,2.6,+/-0.8
620L800US21001,"State House District 1 (2022), Kentucky",12,10 to 19 units,146,+/-62,0.7,+/-0.3
620L800US21001,"State House District 1 (2022), Kentucky",13,20 or more units,489,+/-114,2.3,+/-0.5
620L800US21001,"State House District 1 (2022), Kentucky",14,Mobile home,"2,646",+/-353,12.5,+/-1.7
620L800US21001,"State House District 1 (2022), Kentucky",15,"Boat, RV, van, etc.",37,+/-36,0.2,+/-0.2
620L800US21001,"State House District 1 (2022), Kentucky",15.3,,,,,
620L800US21001,"State House District 1 (2022), Kentucky",15.5,YEAR STRUCTURE BUILT,,,,
620L800US21001,"State House District 1 (2022), Kentucky",16,Total housing units,"21,209",+/-432,"21,209",(X)
620L800US21001,"State House District 1 (2022), Kentucky",17,Built 2020 or later,28,+/-29,0.1,+/-0.1
620L800US21001,"State House District 1 (2022), Kentucky",18,Built 2010 to 2019,"1,176",+/-225,5.5,+/-1.1
620L800US21001,"State House District 1 (2022), Kentucky",19,Built 2000 to 2009,"2,344",+/-351,11.1,+/-1.6
620L800US21001,"State House District 1 (2022), Kentucky",20,Built 1990 to 1999,"3,157",+/-272,14.9,+/-1.3
620L800US21001,"State House District 1 (2022), Kentucky",21,Built 1980 to 1989,"2,933",+/-344,13.8,+/-1.6
620L800US21001,"State House District 1 (2022), Kentucky",22,Built 1970 to 1979,"3,980",+/-333,18.8,+/-1.5
620L800US21001,"State House District 1 (2022), Kentucky",23,Built 1960 to 1969,"2,192",+/-284,10.3,+/-1.3
620L800US21001,"State House District 1 (2022), Kentucky",24,Built 1950 to 1959,"2,079",+/-308,9.8,+/-1.4
620L800US21001,"State House District 1 (2022), Kentucky",25,Built 1940 to 1949,"1,141",+/-210,5.4,+/-1.0
620L800US21001,"State House District 1 (2022), Kentucky",26,Built 1939 or earlier,"2,179",+/-295,10.3,+/-1.4
620L800US21001,"State House District 1 (2022), Kentucky",26.3,,,,,
620L800US21001,"State House District 1 (2022), Kentucky",26.5,ROOMS,,,,
620L800US21001,"State House District 1 (2022), Kentucky",27,Total housing units,"21,209",+/-432,"21,209",(X)
620L800US21001,"State House District 1 (2022), Kentucky",28,1 room,120,+/-58,0.6,+/-0.3
620L800US21001,"State House District 1 (2022), Kentucky",29,2 rooms,606,+/-182,2.9,+/-0.9
620L800US21001,"State House District 1 (2022), Kentucky",30,3 rooms,"2,902",+/-386,13.7,+/-1.7
620L800US21001,"State House District 1 (2022), Kentucky",31,4 rooms,"4,450",+/-433,21.0,+/-2.1
620L800US21001,"State House District 1 (2022), Kentucky",32,5 rooms,"3,249",+/-370,15.3,+/-1.7
620L800US21001,"State House District 1 (2022), Kentucky",33,6 rooms,"3,209",+/-348,15.1,+/-1.6
620L800US21001,"State House District 1 (2022), Kentucky",34,7 rooms,"2,648",+/-351,12.5,+/-1.7
620L800US21001,"State House District 1 (2022), Kentucky",35,8 rooms,"1,542",+/-239,7.3,+/-1.1
620L800US21001,"State House District 1 (2022), Kentucky",36,9 rooms or more,"2,483",+/-326,11.7,+/-1.5
620L800US21001,"State House District 1 (2022), Kentucky",37,Median rooms,5.3,+/-0.2,(X),(X)
620L800US21001,"State House District 1 (2022), Kentucky",37.3,,,,,
620L800US21001,"State House District 1 (2022), Kentucky",37.5,BEDROOMS,,,,
620L800US21001,"State House District 1 (2022), Kentucky",38,Total housing units,"21,209",+/-432,"21,209",(X)
620L800US21001,"State House District 1 (2022), Kentucky",39,No bedroom,133,+/-60,0.6,+/-0.3
620L800US21001,"State House District 1 (2022), Kentucky",40,1 bedroom,"1,536",+/-248,7.2,+/-1.1
620L800US21001,"State House District 1 (2022), Kentucky",41,2 bedrooms,"6,601",+/-487,31.1,+/-2.1
620L800US21001,"State House District 1 (2022), Kentucky",42,3 bedrooms,"9,637",+/-467,45.4,+/-2.5
