"GEOID","GEONAME","Line Number","Title","Estimate","Margin of Error","Percent Estimate","Percent Margin of Error"
610U800US40001,"State Senate District 1 (2022), Oklahoma",0,SELECTED HOUSING CHARACTERISTICS,,,,
610U800US40001,"State Senate District 1 (2022), Oklahoma",0.5,,,,,
610U800US40001,"State Senate District 1 (2022), Oklahoma",0.8,HOUSING OCCUPANCY,,,,
610U800US40001,"State Senate District 1 (2022), Oklahoma",1,Total housing units,"40,807",+/-375,"40,807",(X)
610U800US40001,"State Senate District 1 (2022), Oklahoma",2,Occupied housing units,"31,728",+/-412,77.8,+/-0.7
610U800US40001,"State Senate District 1 (2022), Oklahoma",3,Vacant housing units,"9,079",+/-282,22.2,+/-0.7
610U800US40001,"State Senate District 1 (2022), Oklahoma",3.3,,,,,
610U800US40001,"State Senate District 1 (2022), Oklahoma",4,Homeowner vacancy rate,2.1,+/-0.4,(X),(X)
610U800US40001,"State Senate District 1 (2022), Oklahoma",5,Rental vacancy rate,5.6,+/-0.9,(X),(X)
610U800US40001,"State Senate District 1 (2022), Oklahoma",5.3,,,,,
610U800US40001,"State Senate District 1 (2022), Oklahoma",5.5,UNITS IN STRUCTURE,,,,
610U800US40001,"State Senate District 1 (2022), Oklahoma",6,Total housing units,"40,807",+/-375,"40,807",(X)
610U800US40001,"State Senate District 1 (2022), Oklahoma",7,"1-unit, detached","30,240",+/-447,74.1,+/-0.9
610U800US40001,"State Senate District 1 (2022), Oklahoma",8,"1-unit, attached",767,+/-118,1.9,+/-0.3
610U800US40001,"State Senate District 1 (2022), Oklahoma",9,2 units,627,+/-73,1.5,+/-0.2
610U800US40001,"State Senate District 1 (2022), Oklahoma",10,3 or 4 units,716,+/-115,1.8,+/-0.3
610U800US40001,"State Senate District 1 (2022), Oklahoma",11,5 to 9 units,447,+/-88,1.1,+/-0.2
610U800US40001,"State Senate District 1 (2022), Oklahoma",12,10 to 19 units,399,+/-91,1.0,+/-0.2
610U800US40001,"State Senate District 1 (2022), Oklahoma",13,20 or more units,961,+/-105,2.4,+/-0.3
610U800US40001,"State Senate District 1 (2022), Oklahoma",14,Mobile home,"6,516",+/-330,16.0,+/-0.8
610U800US40001,"State Senate District 1 (2022), Oklahoma",15,"Boat, RV, van, etc.",134,+/-74,0.3,+/-0.2
610U800US40001,"State Senate District 1 (2022), Oklahoma",15.3,,,,,
610U800US40001,"State Senate District 1 (2022), Oklahoma",15.5,YEAR STRUCTURE BUILT,,,,
610U800US40001,"State Senate District 1 (2022), Oklahoma",16,Total housing units,"40,807",+/-375,"40,807",(X)
610U800US40001,"State Senate District 1 (2022), Oklahoma",17,Built 2020 or later,79,+/-39,0.2,+/-0.1
610U800US40001,"State Senate District 1 (2022), Oklahoma",18,Built 2010 to 2019,"2,357",+/-178,5.8,+/-0.4
610U800US40001,"State Senate District 1 (2022), Oklahoma",19,Built 2000 to 2009,"5,178",+/-275,12.7,+/-0.6
610U800US40001,"State Senate District 1 (2022), Oklahoma",20,Built 1990 to 1999,"5,151",+/-310,12.6,+/-0.7
610U800US40001,"State Senate District 1 (2022), Oklahoma",21,Built 1980 to 1989,"5,750",+/-326,14.1,+/-0.8
610U800US40001,"State Senate District 1 (2022), Oklahoma",22,Built 1970 to 1979,"7,656",+/-312,18.8,+/-0.7
610U800US40001,"State Senate District 1 (2022), Oklahoma",23,Built 1960 to 1969,"4,307",+/-286,10.6,+/-0.7
610U800US40001,"State Senate District 1 (2022), Oklahoma",24,Built 1950 to 1959,"4,251",+/-269,10.4,+/-0.7
610U800US40001,"State Senate District 1 (2022), Oklahoma",25,Built 1940 to 1949,"2,637",+/-174,6.5,+/-0.4
610U800US40001,"State Senate District 1 (2022), Oklahoma",26,Built 1939 or earlier,"3,441",+/-188,8.4,+/-0.5
610U800US40001,"State Senate District 1 (2022), Oklahoma",26.3,,,,,
610U800US40001,"State Senate District 1 (2022), Oklahoma",26.5,ROOMS,,,,
610U800US40001,"State Senate District 1 (2022), Oklahoma",27,Total housing units,"40,807",+/-375,"40,807",(X)
610U800US40001,"State Senate District 1 (2022), Oklahoma",28,1 room,913,+/-143,2.2,+/-0.3
610U800US40001,"State Senate District 1 (2022), Oklahoma",29,2 rooms,830,+/-124,2.0,+/-0.3
610U800US40001,"State Senate District 1 (2022), Oklahoma",30,3 rooms,"2,696",+/-200,6.6,+/-0.5
610U800US40001,"State Senate District 1 (2022), Oklahoma",31,4 rooms,"6,914",+/-338,16.9,+/-0.8
610U800US40001,"State Senate District 1 (2022), Oklahoma",32,5 rooms,"9,835",+/-398,24.1,+/-1.0
610U800US40001,"State Senate District 1 (2022), Oklahoma",33,6 rooms,"8,411",+/-407,20.6,+/-1.0
610U800US40001,"State Senate District 1 (2022), Oklahoma",34,7 rooms,"5,445",+/-332,13.3,+/-0.8
610U800US40001,"State Senate District 1 (2022), Oklahoma",35,8 rooms,"2,851",+/-295,7.0,+/-0.7
610U800US40001,"State Senate District 1 (2022), Oklahoma",36,9 rooms or more,"2,912",+/-267,7.1,+/-0.7
610U800US40001,"State Senate District 1 (2022), Oklahoma",37,Median rooms,5.4,+/-0.1,(X),(X)
610U800US40001,"State Senate District 1 (2022), Oklahoma",37.3,,,,,
610U800US40001,"State Senate District 1 (2022), Oklahoma",37.5,BEDROOMS,,,,
610U800US40001,"State Senate District 1 (2022), Oklahoma",38,Total housing units,"40,807",+/-375,"40,807",(X)
